OBJECTID,state,managing_agency,state_enabling_act,rights_type,county,township,range,section,aliquot,trust_name,activity,activity_info_2,net_acres,lease_status,LESSEE,gis_acres
123494,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,88,36,SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",158.954
123505,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,88,36,SE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",158.274
123510,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,90,1,"S2NE4, LOT 2",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,6.000000000000000,PR,Multiple Lessees,120.195
123511,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,6,"E2SW4, LOTS 6,7",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: DAVIS EXPLORATION LLC,72.109999999999999,PR,DAVIS EXPLORATION LLC,139.264
123514,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,6,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: DAVIS EXPLORATION LLC,80.000000000000000,PR,DAVIS EXPLORATION LLC,160.251
123515,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,6,"S2NE4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",7.990000000000000,AC,"THE TRIPLE T, INC.",158.629
123872,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,90,16,NW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,161.029
123878,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,90,16,NE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,160.000000000000000,PR,Multiple Lessees,160.534
123891,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,88,11,"LOTS 1,2",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,14.500000000000000,PR,Multiple Lessees,80.582
123896,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,92,14,SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,160.000000000000000,PR,Multiple Lessees,160.334
124026,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,89,26,SW4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,161.3
124039,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,22,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,160.111
124171,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,87,17,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.113
124174,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,87,16,"W2SW4, LOTS 3,4,7,8",COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",77.459999999999994,AC,"THE TRIPLE T, INC.",157.416
124175,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,92,20,SW4SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,40.000000000000000,PR,Multiple Lessees,41.245
124177,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,20,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.571
124184,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,92,21,SE4SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARSHALL & WINSTON INC,20.000000000000000,PR,MARSHALL & WINSTON INC,39.754
124243,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,5,"S2NW4, LOTS 3,4",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: ADVANTA RESOURCES LLC,7.990000000000000,AC,ADVANTA RESOURCES LLC,157.453
124244,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,WARD,152,87,33,"W2SW4, LOTS 7,8",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",4.960000000000000,AC,"THE TRIPLE T, INC.",100.066
124250,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,4,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: LIME ROCK RESOURCES III-A LP,80.000000000000000,PR,LIME ROCK RESOURCES III-A LP,159.619
124253,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,90,4,SW4NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: EOG RESOURCES INC,20.000000000000000,PR,EOG RESOURCES INC,39.879
124370,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,11,NE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,158.419
124390,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,8,NE4,NDÊSTATEÊUNIVERSITY,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: GADECO LLC,80.000000000000000,PR,GADECO LLC,159.694
124394,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,4,"S2NW4, LOTS 3,4",COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.010000000000005,AC,"THE TRIPLE T, INC.",160.235
124398,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,90,29,NW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: EOG RESOURCES INC,80.000000000000000,PR,EOG RESOURCES INC,158.894
124399,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,29,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,160.705
124519,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,13,NW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.859
124523,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,13,W2SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: EOG RESOURCES INC,40.000000000000000,PR,EOG RESOURCES INC,79.624
124524,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,13,NE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.587
124526,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,13,E2SW4,UNIVERSITY OF ND,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: EOG RESOURCES INC,40.000000000000000,PR,EOG RESOURCES INC,80.051
124533,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,90,13,E2SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",40.000000000000000,AC,"THE TRIPLE T, INC.",79.738
124536,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,90,13,SE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",158.832
124652,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,WARD,151,87,17,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",8.000000000000000,AC,"THE TRIPLE T, INC.",160.166
124655,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,WARD,151,87,16,"W2NW4, LOTS 1,2,5,6",COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",76.319999999999993,AC,"THE TRIPLE T, INC.",157.197
124660,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,16,SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.267
124662,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,22,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,159.368
124664,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,16,SE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.815
124666,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,22,SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,159.808
124671,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,14,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",8.000000000000000,AC,"THE TRIPLE T, INC.",160.59
124675,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,23,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: EOG RESOURCES INC,80.000000000000000,PR,EOG RESOURCES INC,158.777
124676,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,13,SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.884
124680,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,24,W2NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: EOG RESOURCES INC,40.000000000000000,PR,EOG RESOURCES INC,79.297
124785,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,24,NE4NW4,UNIVERSITY OF ND,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: EOG RESOURCES INC,20.000000000000000,PR,EOG RESOURCES INC,39.714
124797,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,17,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.028
125142,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCKENZIE,152,94,9,LOT 1,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,7.690000000000000,PR,Multiple Lessees,16.418
125147,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCKENZIE,152,94,10,"LOTS 3,4",COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,15.340000000000000,PR,Multiple Lessees,31.163
125150,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCKENZIE,152,94,10,LOT 2,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,7.660000000000000,PR,Multiple Lessees,14.704
125292,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCKENZIE,152,93,7,"LOTS 3,4",NDÊSTATEÊUNIVERSITY,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: CONTINENTAL RESOURCES INC,15.020000000000000,PR,CONTINENTAL RESOURCES INC,79.938
125299,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCKENZIE,152,93,28,"SW4NE4, LOT 1",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,35.810000000000002,PR,Multiple Lessees,80.195
125303,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,19,"E2NW4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,75.680000000000007,PR,Multiple Lessees,144.615
125304,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,91,13,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: EOG RESOURCES INC,80.000000000000000,PR,EOG RESOURCES INC,160.065
125414,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,20,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: WHITING OIL AND GAS CORPORATION,8.000000000000000,PR,WHITING OIL AND GAS CORPORATION,161.71
125418,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,16,NW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.474
125419,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,21,NW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,160.349
125424,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,16,NE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.681
125489,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,148,87,31,"NE4SW4, LOT 3",COMMON SCHOOLS,,,37.259999999999998,,N/A,74.027
125490,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,148,87,31,W2SE4,BANK OFÊNORTHÊDAKOTA,,,40.000000000000000,,N/A,80.162
125556,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,89,34,NW4,COMMON SCHOOLS,,,80.000000000000000,,N/A,160.443
125580,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,148,89,30,LOT 2,COMMON SCHOOLS,,,17.449999999999999,,N/A,35.153
125632,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,5,MISSOURI RIVER IN NW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,96.269999999999996,PR,MARATHON OIL COMPANY,96.282
125633,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,146,87,6,MISSOURI RIVER IN NW4,SOVEREIGNÊLANDS,,,156.500000000000000,,N/A,156.504
125666,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,146,92,16,S2SE4,COMMON SCHOOLS,,,80.000000000000000,,N/A,80.473
125713,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,149,92,3,MISSOURI RIVER IN NW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,79.230000000000004,PR,OASIS PETROLEUM NORTH AMERICA LLC,79.24
125718,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,148,90,25,NE4SW4,COMMON SCHOOLS,,,20.000000000000000,,N/A,39.472
125719,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,148,90,25,"NW4SE4, SE4SE4",COMMON SCHOOLS,,,40.000000000000000,,N/A,78.941
